"","year","country","continent","lifeExp","pop","gdpPercap"
"456",1967,"Costa Rica","Americas",65.424,1588717,4161.727834
"457",1967,"Cote d'Ivoire","Africa",47.35,4744870,2052.050473
"458",1967,"Croatia","Europe",68.5,4174366,6960.297861
"459",1967,"Cuba","Americas",68.29,8139332,5690.268015
"460",1967,"Czech Republic","Europe",70.38,9835109,11399.44489
"461",1967,"Denmark","Europe",72.96,4838800,15937.21123
"462",1967,"Djibouti","Africa",42.074,127617,3020.050513
"463",1967,"Dominican Republic","Americas",56.751,4049146,1653.723003
"464",1967,"Ecuador","Americas",56.678,5432424,4579.074215
"465",1967,"Egypt","Africa",49.293,31681188,1814.880728
"466",1967,"El Salvador","Americas",55.855,3232927,4358.595393
"467",1967,"Equatorial Guinea","Africa",38.987,259864,915.5960025
"468",1967,"Eritrea","Africa",42.189,1820319,468.7949699
"469",1967,"Ethiopia","Africa",42.115,27860297,516.1186438
"470",1967,"Finland","Europe",69.83,4605744,10921.63626
"471",1967,"France","Europe",71.55,49569000,12999.91766
"472",1967,"Gabon","Africa",44.598,489004,8358.761987
"473",1967,"Gambia","Africa",35.857,439593,734.7829124
"474",1967,"Germany","Europe",70.8,76368453,14745.62561
"475",1967,"Ghana","Africa",48.072,8490213,1125.69716
"476",1967,"Greece","Europe",71,8716441,8513.097016
"477",1967,"Guatemala","Americas",50.016,4690773,3242.531147
"478",1967,"Guinea","Africa",37.197,3451418,708.7595409
"479",1967,"Guinea-Bissau","Africa",35.492,601287,715.5806402
"480",1967,"Haiti","Americas",46.243,4318137,1452.057666
"481",1967,"Honduras","Americas",50.924,2500689,2538.269358
"482",1967,"Hong Kong, China","Asia",70,3722800,6197.962814
"483",1967,"Hungary","Europe",69.5,10223422,9326.64467
"484",1967,"Iceland","Europe",73.73,198676,13319.89568
"485",1967,"India","Asia",47.193,5.06e+08,700.7706107
"486",1967,"Indonesia","Asia",45.964,109343000,762.4317721
"487",1967,"Iran","Asia",52.469,26538000,5906.731805
"488",1967,"Iraq","Asia",54.459,8519282,8931.459811
"489",1967,"Ireland","Europe",71.08,2900100,7655.568963
"490",1967,"Israel","Asia",70.75,2693585,8393.741404
"491",1967,"Italy","Europe",71.06,52667100,10022.40131
"492",1967,"Jamaica","Americas",67.51,1861096,6124.703451
"493",1967,"Japan","Asia",71.43,100825279,9847.788607
"494",1967,"Jordan","Asia",51.629,1255058,2741.796252
"495",1967,"Kenya","Africa",50.654,10191512,1056.736457
"496",1967,"Korea, Dem. Rep.","Asia",59.942,12617009,2143.540609
"497",1967,"Korea, Rep.","Asia",57.716,30131000,2029.228142
"498",1967,"Kuwait","Asia",64.624,575003,80894.88326
"499",1967,"Lebanon","Asia",63.87,2186894,6006.983042
"500",1967,"Lesotho","Africa",48.492,996380,498.6390265
"501",1967,"Liberia","Africa",41.536,1279406,713.6036483
"502",1967,"Libya","Africa",50.227,1759224,18772.75169
"503",1967,"Madagascar","Africa",42.881,6334556,1634.047282
"504",1967,"Malawi","Africa",39.487,4147252,495.5147806
"505",1967,"Malaysia","Asia",59.371,10154878,2277.742396
"506",1967,"Mali","Africa",38.487,5212416,545.0098873
"507",1967,"Mauritania","Africa",46.289,1230542,1421.145193
"508",1967,"Mauritius","Africa",61.557,789309,2475.387562
"509",1967,"Mexico","Americas",60.11,47995559,5754.733883
"510",1967,"Mongolia","Asia",51.253,1149500,1226.04113
"511",1967,"Montenegro","Europe",67.178,501035,5907.850937
"512",1967,"Morocco","Africa",50.335,14770296,1711.04477
"513",1967,"Mozambique","Africa",38.113,8680909,566.6691539
"514",1967,"Myanmar","Asia",49.379,25870271,349
"515",1967,"Namibia","Africa",51.159,706640,3793.694753
"516",1967,"Nepal","Asia",41.472,11261690,676.4422254
"517",1967,"Netherlands","Europe",73.82,12596822,15363.25136
"518",1967,"New Zealand","Oceania",71.52,2728150,14463.91893
"519",1967,"Nicaragua","Americas",51.884,1865490,4643.393534
"520",1967,"Niger","Africa",40.118,4534062,1054.384891
"521",1967,"Nigeria","Africa",41.04,47287752,1014.514104
"522",1967,"Norway","Europe",74.08,3786019,16361.87647
"523",1967,"Oman","Asia",46.988,714775,4720.942687
"524",1967,"Pakistan","Asia",49.8,60641899,942.4082588
"525",1967,"Panama","Americas",64.071,1405486,4421.009084
"526",1967,"Paraguay","Americas",64.951,2287985,2299.376311
"527",1967,"Peru","Americas",51.445,12132200,5788.09333
"528",1967,"Philippines","Asia",56.393,35356600,1814.12743
"529",1967,"Poland","Europe",69.61,31785378,6557.152776
"530",1967,"Portugal","Europe",66.6,9103000,6361.517993
"531",1967,"Puerto Rico","Americas",71.1,2648961,6929.277714
"532",1967,"Reunion","Africa",60.542,414024,4021.175739
"533",1967,"Romania","Europe",66.8,19284814,6470.866545
"534",1967,"Rwanda","Africa",44.1,3451079,510.9637142
"535",1967,"Sao Tome and Principe","Africa",54.425,70787,1384.840593
"536",1967,"Saudi Arabia","Asia",49.901,5618198,16903.04886
"537",1967,"Senegal","Africa",43.563,3965841,1612.404632
"538",1967,"Serbia","Europe",66.914,7971222,7991.707066
"539",1967,"Sierra Leone","Africa",34.113,2662190,1206.043465
"540",1967,"Singapore","Asia",67.946,1977600,4977.41854
"541",1967,"Slovak Republic","Europe",70.98,4442238,8412.902397
"542",1967,"Slovenia","Europe",69.18,1646912,9405.489397
"543",1967,"Somalia","Africa",38.977,3428839,1284.73318
"544",1967,"South Africa","Africa",51.927,20997321,7114.477971
"545",1967,"Spain","Europe",71.44,32850275,7993.512294
"546",1967,"Sri Lanka","Asia",64.266,11737396,1135.514326
"547",1967,"Sudan","Africa",42.858,12716129,1687.997641
"548",1967,"Swaziland","Africa",46.633,420690,2613.101665
"549",1967,"Sweden","Europe",74.16,7867931,15258.29697
"550",1967,"Switzerland","Europe",72.77,6063000,22966.14432
"551",1967,"Syria","Asia",53.655,5680812,1881.923632
"552",1967,"Taiwan","Asia",67.5,13648692,2643.858681
"553",1967,"Tanzania","Africa",45.757,12607312,848.2186575
"554",1967,"Thailand","Asia",58.285,34024249,1295.46066
"555",1967,"Togo","Africa",46.769,1735550,1477.59676
"556",1967,"Trinidad and Tobago","Americas",65.4,960155,5621.368472
"557",1967,"Tunisia","Africa",52.053,4786986,1932.360167
"558",1967,"Turkey","Europe",54.336,33411317,2826.356387
"559",1967,"Uganda","Africa",48.051,8900294,908.9185217
"560",1967,"United Kingdom","Europe",71.36,54959000,14142.85089
"561",1967,"United States","Americas",70.76,198712000,19530.36557
"562",1967,"Uruguay","Americas",68.468,2748579,5444.61962
"563",1967,"Venezuela","Americas",63.479,9709552,9541.474188
"564",1967,"Vietnam","Asia",47.838,39463910,637.1232887
"565",1967,"West Bank and Gaza","Asia",51.631,1142636,2649.715007
"566",1967,"Yemen, Rep.","Asia",36.984,6740785,862.4421463
"567",1967,"Zambia","Africa",47.768,3900000,1777.077318
"568",1967,"Zimbabwe","Africa",53.995,4995432,569.7950712
"569",1972,"Afghanistan","Asia",36.088,13079460,739.9811058
"570",1972,"Albania","Europe",67.69,2263554,3313.422188
"571",1972,"Algeria","Africa",54.518,14760787,4182.663766
"572",1972,"Angola","Africa",37.928,5894858,5473.288005
"573",1972,"Argentina","Americas",67.065,24779799,9443.038526
"574",1972,"Australia","Oceania",71.93,13177000,16788.62948
"575",1972,"Austria","Europe",70.63,7544201,16661.6256
"576",1972,"Bahrain","Asia",63.3,230800,18268.65839
"577",1972,"Bangladesh","Asia",45.252,70759295,630.2336265
"578",1972,"Belgium","Europe",71.44,9709100,16672.14356
"579",1972,"Benin","Africa",47.014,2761407,1085.796879
"580",1972,"Bolivia","Americas",46.714,4565872,2980.331339
"581",1972,"Bosnia and Herzegovina","Europe",67.45,3819000,2860.16975
"582",1972,"Botswana","Africa",56.024,619351,2263.611114
"583",1972,"Brazil","Americas",59.504,100840058,4985.711467
"584",1972,"Bulgaria","Europe",70.9,8576200,6597.494398
"585",1972,"Burkina Faso","Africa",43.591,5433886,854.7359763
"586",1972,"Burundi","Africa",44.057,3529983,464.0995039
"587",1972,"Cambodia","Asia",40.317,7450606,421.6240257
"588",1972,"Cameroon","Africa",47.049,7021028,1684.146528
"589",1972,"Canada","Americas",72.88,22284500,18970.57086
"590",1972,"Central African Republic","Africa",43.457,1927260,1070.013275
"591",1972,"Chad","Africa",45.569,3899068,1104.103987
"592",1972,"Chile","Americas",63.441,9717524,5494.024437
"593",1972,"China","Asia",63.11888,862030000,676.9000921
"594",1972,"Colombia","Americas",61.623,22542890,3264.660041
"595",1972,"Comoros","Africa",48.944,250027,1937.577675
"596",1972,"Congo, Dem. Rep.","Africa",45.989,23007669,904.8960685
"597",1972,"Congo, Rep.","Africa",54.907,1340458,3213.152683
"598",1972,"Costa Rica","Americas",67.849,1834796,5118.146939
"599",1972,"Cote d'Ivoire","Africa",49.801,6071696,2378.201111
"600",1972,"Croatia","Europe",69.61,4225310,9164.090127
"601",1972,"Cuba","Americas",70.723,8831348,5305.445256
"602",1972,"Czech Republic","Europe",70.29,9862158,13108.4536
"603",1972,"Denmark","Europe",73.47,4991596,18866.20721
"604",1972,"Djibouti","Africa",44.366,178848,3694.212352
"605",1972,"Dominican Republic","Americas",59.631,4671329,2189.874499
"606",1972,"Ecuador","Americas",58.796,6298651,5280.99471
"607",1972,"Egypt","Africa",51.137,34807417,2024.008147
"608",1972,"El Salvador","Americas",58.207,3790903,4520.246008
"609",1972,"Equatorial Guinea","Africa",40.516,277603,672.4122571
"610",1972,"Eritrea","Africa",44.142,2260187,514.3242082
"611",1972,"Ethiopia","Africa",43.515,30770372,566.2439442
"612",1972,"Finland","Europe",70.87,4639657,14358.8759
"613",1972,"France","Europe",72.38,51732000,16107.19171
"614",1972,"Gabon","Africa",48.69,537977,11401.94841
"615",1972,"Gambia","Africa",38.308,517101,756.0868363
"616",1972,"Germany","Europe",71,78717088,18016.18027
"617",1972,"Ghana","Africa",49.875,9354120,1178.223708
"618",1972,"Greece","Europe",72.34,8888628,12724.82957
"619",1972,"Guatemala","Americas",53.738,5149581,4031.408271
"620",1972,"Guinea","Africa",38.842,3811387,741.6662307
"621",1972,"Guinea-Bissau","Africa",36.486,625361,820.2245876
"622",1972,"Haiti","Americas",48.042,4698301,1654.456946
"623",1972,"Honduras","Americas",53.884,2965146,2529.842345
"624",1972,"Hong Kong, China","Asia",72,4115700,8315.928145
"625",1972,"Hungary","Europe",69.76,10394091,10168.65611
"626",1972,"Iceland","Europe",74.46,209275,15798.06362
"627",1972,"India","Asia",50.651,5.67e+08,724.032527
"628",1972,"Indonesia","Asia",49.203,121282000,1111.107907
"629",1972,"Iran","Asia",55.234,30614000,9613.818607
"630",1972,"Iraq","Asia",56.95,10061506,9576.037596
"631",1972,"Ireland","Europe",71.28,3024400,9530.772896
"632",1972,"Israel","Asia",71.63,3095893,12786.93223
"633",1972,"Italy","Europe",72.19,54365564,12269.27378
"634",1972,"Jamaica","Americas",69,1997616,7433.889293
"635",1972,"Japan","Asia",73.42,107188273,14778.78636
"636",1972,"Jordan","Asia",56.528,1613551,2110.856309
"637",1972,"Kenya","Africa",53.559,12044785,1222.359968
"638",1972,"Korea, Dem. Rep.","Asia",63.983,14781241,3701.621503
"639",1972,"Korea, Rep.","Asia",62.612,33505000,3030.87665
"640",1972,"Kuwait","Asia",67.712,841934,109347.867
"641",1972,"Lebanon","Asia",65.421,2680018,7486.384341
"642",1972,"Lesotho","Africa",49.767,1116779,496.5815922
"643",1972,"Liberia","Africa",42.614,1482628,803.0054535
"644",1972,"Libya","Africa",52.773,2183877,21011.49721
"645",1972,"Madagascar","Africa",44.851,7082430,1748.562982
"646",1972,"Malawi","Africa",41.766,4730997,584.6219709
"647",1972,"Malaysia","Asia",63.01,11441462,2849.09478
"648",1972,"Mali","Africa",39.977,5828158,581.3688761
"649",1972,"Mauritania","Africa",48.437,1332786,1586.851781
"650",1972,"Mauritius","Africa",62.944,851334,2575.484158
"651",1972,"Mexico","Americas",62.361,55984294,6809.40669
"652",1972,"Mongolia","Asia",53.754,1320500,1421.741975
"653",1972,"Montenegro","Europe",70.636,527678,7778.414017
"654",1972,"Morocco","Africa",52.862,16660670,1930.194975
"655",1972,"Mozambique","Africa",40.328,9809596,724.9178037
"656",1972,"Myanmar","Asia",53.07,28466390,357
"657",1972,"Namibia","Africa",53.867,821782,3746.080948
"658",1972,"Nepal","Asia",43.971,12412593,674.7881296
"659",1972,"Netherlands","Europe",73.75,13329874,18794.74567
"660",1972,"New Zealand","Oceania",71.89,2929100,16046.03728
"661",1972,"Nicaragua","Americas",55.151,2182908,4688.593267
"662",1972,"Niger","Africa",40.546,5060262,954.2092363
"663",1972,"Nigeria","Africa",42.821,53740085,1698.388838
"664",1972,"Norway","Europe",74.34,3933004,18965.05551
"665",1972,"Oman","Asia",52.143,829050,10618.03855
"666",1972,"Pakistan","Asia",51.929,69325921,1049.938981
"667",1972,"Panama","Americas",66.216,1616384,5364.249663
"668",1972,"Paraguay","Americas",65.815,2614104,2523.337977
"669",1972,"Peru","Americas",55.448,13954700,5937.827283
"670",1972,"Philippines","Asia",58.065,40850141,1989.37407
"671",1972,"Poland","Europe",70.85,33039545,8006.506993
"672",1972,"Portugal","Europe",69.26,8970450,9022.247417
"673",1972,"Puerto Rico","Americas",72.16,2847132,9123.041742
"674",1972,"Reunion","Africa",64.274,461633,5047.658563
"675",1972,"Romania","Europe",69.21,20662648,8011.414402
"676",1972,"Rwanda","Africa",44.6,3992121,590.5806638
"677",1972,"Sao Tome and Principe","Africa",56.48,76595,1532.985254
"678",1972,"Saudi Arabia","Asia",53.886,6472756,24837.42865
"679",1972,"Senegal","Africa",45.815,4588696,1597.712056
"680",1972,"Serbia","Europe",68.7,8313288,10522.06749
"681",1972,"Sierra Leone","Africa",35.4,2879013,1353.759762
"682",1972,"Singapore","Asia",69.521,2152400,8597.756202
"683",1972,"Slovak Republic","Europe",70.35,4593433,9674.167626
"684",1972,"Slovenia","Europe",69.82,1694510,12383.4862
"685",1972,"Somalia","Africa",40.973,3840161,1254.576127
"686",1972,"South Africa","Africa",53.696,23935810,7765.962636
"687",1972,"Spain","Europe",73.06,34513161,10638.75131
"688",1972,"Sri Lanka","Asia",65.042,13016733,1213.39553
"689",1972,"Sudan","Africa",45.083,14597019,1659.652775
"690",1972,"Swaziland","Africa",49.552,480105,3364.836625
"691",1972,"Sweden","Europe",74.72,8122293,17832.02464
"692",1972,"Switzerland","Europe",73.78,6401400,27195.11304
"693",1972,"Syria","Asia",57.296,6701172,2571.423014
"694",1972,"Taiwan","Asia",69.39,15226039,4062.523897
"695",1972,"Tanzania","Africa",47.62,14706593,915.9850592
"696",1972,"Thailand","Asia",60.405,39276153,1524.358936
"697",1972,"Togo","Africa",49.759,2056351,1649.660188
"698",1972,"Trinidad and Tobago","Americas",65.9,975199,6619.551419
"699",1972,"Tunisia","Africa",55.602,5303507,2753.285994
"700",1972,"Turkey","Europe",57.005,37492953,3450.69638
"701",1972,"Uganda","Africa",51.016,10190285,950.735869
"702",1972,"United Kingdom","Europe",72.01,56079000,15895.11641
"703",1972,"United States","Americas",71.34,209896000,21806.03594
"704",1972,"Uruguay","Americas",68.673,2829526,5703.408898
"705",1972,"Venezuela","Americas",65.712,11515649,10505.25966
"706",1972,"Vietnam","Asia",50.254,44655014,699.5016441
"707",1972,"West Bank and Gaza","Asia",56.532,1089572,3133.409277
"708",1972,"Yemen, Rep.","Asia",39.848,7407075,1265.047031
"709",1972,"Zambia","Africa",50.107,4506497,1773.498265
"710",1972,"Zimbabwe","Africa",55.635,5861135,799.3621758
